License,Type of licenses,Name,Contact,Address,"City,State,Zip",County,Phone,ExpirationDate,Website
8479,Seed Dealers Licenses,DOLLAR GENERAL #17036,JESSICA HEALEY,418 JOHNNY MERCER BLVD.,"SAVANNAH, GA      31410",CHATHAM,508-285-5800,7/31/2027,
1554,Seed Dealers Licenses,"FAMILY DOLLAR STORES, LLC. #0426",,60 E. DERENNE AVENUE,"SAVANNAH, GA      31405-6712",CHATHAM,,7/31/2027,
1245,Seed Dealers Licenses,"SAM'S EAST, INC.",,1975 EAST MONTGOMERY CROSSROADS,"SAVANNAH, GA      31406",CHATHAM,,7/31/2027,
4883,Seed Dealers Licenses,KROGER #460,DENISE FLIS,7 DIAMOND CAUSEWAY,"SAVANNAH, GA      31406",CHATHAM,,7/31/2027,
5211,Seed Dealers Licenses,DOLLAR TREE #0466,,318 JOHNNY MERCER BLVD.,"SAVANNAH, GA      31410",CHATHAM,757-321-5000,7/31/2027,
8127,Seed Dealers Licenses,FAMILY DOLLAR #31865,ZOE BARNETTE,"42 W. MONTGOMERY CROSSROAD, STE. D","SAVANNAH, GA",CHATHAM,757-698-7088,7/31/2027,
9632,Seed Dealers Licenses,ALDI Inc. (GA) #84,,1651 E. Victory Drive NE,"Savannah, GA      31404",CHATHAM,706-708-0369,7/31/2027,
4599,Seed Dealers Licenses,HOME DEPOT #0170,,1901 EAST VICTORY DR,"SAVANNAH, GA      31404",CHATHAM,912-352-3562,7/31/2027,
9923,Seed Dealers Licenses,Dollar Tree #10172,Ellen Jerzy,14086 Abercorn Street,"Savannah, GA      31419",,(757)321-5402,7/31/2027,
8744,Seed Dealers Licenses,"Aldi, Inc #88",Angela Campbell,14070 Abercorn Street,"Savannah , GA      31401",,706-387-7700 ext 149,7/31/2027,
2192,Seed Dealers Licenses,"GEORGIA CVS PHARMACY, LLC #3979",JOANNE P. AMITRANO,4717-C EAST HWY. 80,"SAVANNAH, GA      31410",CHATHAM,,7/31/2027,
2209,Seed Dealers Licenses,"GEORGIA CVS PHARMACY, LLC #4257",JOANNE P. AMITRANO,712 STEPHENSON AVE.,"SAVANNAH, GA      31405",CHATHAM,,7/31/2027,
2362,Seed Dealers Licenses,"GEORGIA CVS PHARMACY, LLC #5520",JOANNE P. AMITRANO,5401 ABERCORN STREET,"SAVANNAH, GA      31405",CHATHAM,,7/31/2027,
652,Seed Dealers Licenses,HOME DEPOT #0122,,11180 ABERCORN ST.,"SAVANNAH, GA      31419",CHATHAM,912-921-0158,7/31/2027,
504,Seed Dealers Licenses,ECONOMY FEED & SEED,JACQUELYN CRIBBS,307 CAROLAN STREET,"SAVANNAH, GA      31415",CHATHAM,912-233-9862,7/31/2027,
4502,Seed Dealers Licenses,TARGET STORE #1910,TAMEKA MILLER,14045 ABERCORN STREET,"SAVANNAH, GA      31419",CHATHAM,,7/31/2027,
8734,Seed Dealers Licenses,HERB CREEK LANDSCAPE SUPPLY,BROOKE HENDRIX,3005 E. VICTORY DRIVE,"SAVANNAH, GA      31404",CHATHAM,912-356-1575,7/31/2027,
8334,Seed Dealers Licenses,WALGREENS #19629,LAURA MILOWSKI,4600 HABERSHAM ST.,"SAVANNAH, GA      31405",CHATHAM,847-527-4516,7/31/2027,
5242,Seed Dealers Licenses,DOLLAR TREE #1150,,1915 EAST VICTORY DR VICTORY SQUARE,"SAVANNAH, GA      31404",CHATHAM,757-321-5000,7/31/2027,
1304,Seed Dealers Licenses,WAL-MART STORES EAST #0605,,1955 E. MONTGOMERY CROSSROADS,"SAVANNAH, GA      31406",CHATHAM,,7/31/2027,
2203,Seed Dealers Licenses,"GEORGIA CVS PHARMACY, LLC #4230",JOANNE P. AMITRANO,150 JOHNNY MERCER BLVD.,"SAVANNAH, GA      31410",CHATHAM,,7/31/2027,
5833,Seed Dealers Licenses,TARGET STORE #2331,TAMEKA MILLER,1907 E. VICTORY DR.,"SAVANNAH, GA      31404",CHATHAM,,7/31/2027,
2212,Seed Dealers Licenses,"CVS PHARMACY, LLC #4261",THERESE FLUETTE,2055 EAST VICTORY DRIVE,"SAVANNAH, GA      31404",CHATHAM,912-236-2465,7/31/2027,
794,Seed Dealers Licenses,"LOWE'S HOME CENTERS, LLC #0403",CAROLYN ELLER,11114 ABERCORN STREET,"SAVANNAH, GA      31419",CHATHAM,,7/31/2027,
1522,Seed Dealers Licenses,"FAMILY DOLLAR STORES, LLC. #0315",,702 WHEATON STREET,"SAVANNAH, GA      31401-5122",CHATHAM,,7/31/2027,
8212,Seed Dealers Licenses,"ROSS DRESS FOR LESS, INC. #0813",LEIGH ANNA DAYTON,7805 ABERCORN ST STE 14B,"SAVANNAH, GA      31406",CHATHAM,912 352 1419,7/31/2027,
2605,Seed Dealers Licenses,DOLLAR GENERAL #4485,"PLANTATION PRODUCTS, INC",1180 KING GEORGE BLVD. SUITE A-1,"SAVANNAH, GA      31419-9546",CHATHAM,912-920-8068,7/31/2027,
2211,Seed Dealers Licenses,"GEORGIA CVS PHARMACY, LLC #4260",JOANNE P. AMITRANO,4725 WATERS AVE.,"SAVANNAH, GA      31404",CHATHAM,,7/31/2027,
7034,Seed Dealers Licenses,DOLLAR GENERAL #12117,,4628 OGEECHEE ROAD,"SAVANNAH, GA      31405",,,7/31/2027,
6204,Seed Dealers Licenses,"FAMILY DOLLAR STORES, LLC #8034",,4601 SKIDAWAY RD.,"SAVANNAH, GA      31404-5900",CHATHAM,,7/31/2027,
2352,Seed Dealers Licenses,"GEORGIA CVS PHARMACY, LLC #5351",JOANNE P. AMITRANO,301 MONTGOMERY CROSS ROADS,"SAVANNAH, GA      31406",CHATHAM,,7/31/2027,
7702,Seed Dealers Licenses,DOLLAR GENERAL #13629,,1920 E PRESIDENTS ST,"SAVANNAH, GA      31404",,,7/31/2027,
9354,Seed Dealers Licenses,"DOLLAR TREE STORES, INC. #09282",DONNA R. GRAVES,4731 WATERS AVE,"SAVANNAH, GA      31404",CHATHAM,757-698-7103,7/31/2027,
9933,Seed Dealers Licenses,Dollar Tree #8166,Ellen Jerzy or Harry Spencer,7360 Skidaway Rd #B,"Savannah, GA      31406",CHATHAM,(757)321-5402,7/31/2027,
7649,Seed Dealers Licenses,DOLLAR TREE #6615,MEGAN CHAMBERS,800 HABERSHAM STREET,"SAVANNAH, GA      31401",CHATHAM,757-321-5000,7/31/2027,
7046,Seed Dealers Licenses,DOLLAR GENERAL #12313,,43 W MONTGOMERY XRDS SPC,"SAVANNAH, GA      31406",,,7/31/2027,
7277,Seed Dealers Licenses,"PETSMART, INC. #2351",,1851 E. VICTORY DRIVE BLDG. B,"SAVANNAH, GA      31404",CHATHAM,623-587-2949,7/31/2027,
4920,Seed Dealers Licenses,KROGER #609,DENISE FLIS,495 JOHNNY MERCER BLVD,"SAVANNAH, GA      31410",CHATHAM,,7/31/2027,
7558,Seed Dealers Licenses,"FAMILY DOLLAR STORES OF GA, LLC. # 8382",,7360 SKIDAWAY ROAD,"SAVANNAH, GA      31406",CHATHAM,704-708-1874,7/31/2027,
7737,Seed Dealers Licenses,DOLLAR GENERAL #13714,,2110 WEST BAY ST,"SAVANNAH, GA      31415",,,7/31/2027,
7072,Seed Dealers Licenses,DOLLAR GENERAL #12727,,11975 APACHE AVENUE,"SAVANNAH, GA      31419",,,7/31/2027,
9437,Seed Dealers Licenses,"HOBBY LOBBY STORES, INC. #612",SHERRI CAIN,11140 ABERCORN ST.,"SAVANNAH, GA      31419",CHATHAM,912-920-5759,7/31/2027,
3211,Seed Dealers Licenses,WALGREEN COMPANY #05368,TONI FRANKLIN,11509 ABERCORN ST.,"SAVANNAH, GA      31419",CHATHAM,847-527-4402,7/31/2027,
8733,Seed Dealers Licenses,HERB CREEK LANDSCAPE SUPPLY,BROOKE HENDRIX,7402 SKIDAWAY ROAD,"SAVANNAH, GA      31406",CHATHAM,912-691-0108,7/31/2027,
9670,Seed Dealers Licenses,Petco #2561,Richard Skeen,8108 Abercorn Street,"Savannah, GA      31406",,858-453-7845,7/31/2027,
8385,Seed Dealers Licenses,DOLLAR TREE #00809,Kyle Teague,5911 OGEECHEE ROAD,"SAVANNAH , GA      31419",CHATHAM,(757)321-5000,7/31/2027,
13232,Commercial Feed Licenses,Savannah Pet Sitters LLC,Erica Deeb,402 East Bay Street,"Savannah, GA      31401",CHATHAM,478-447-4222,12/31/2025,
12871,Commercial Feed Licenses,Munchies By Moe Joe,David Kirchinger,106 Ristona Drive,"Savannah, GA      31419",CHATHAM,727-692-9542,12/31/2025,
13670,Commercial Feed Licenses,Capone's Barkery,Lori Cafiero,"10725 Abercorn Street, Apt. 168","Savannah, GA      31419",CHATHAM,848-992-3631,12/31/2025,
13337,Commercial Feed Licenses,Zoe's Gourmet Treats LLC,Terri Breyman,27 Black Hawk Trail,"Savannah, GA      31411",CHATHAM,912-349-5986,12/31/2025,
13851,Commercial Feed Licenses,The Belle & Her Hound,Alvina Michelle Dixon,"812 1/2 W 44th Street, Upper","Savannah, GA      31405",,912-610-0001,12/31/2025,
11909,Egg Candlers Licenses,JONATHAN POPE,,2046 E DERENNE AVE,"SAVANNAH , GA      31406",CHATHAM,3058045261,,
14186,Egg Candlers Licenses,PERRY G. BOYD,,5315 GARRARD AVE,"SAVANNAH , GA      31405",,,,
14558,Egg Candlers Licenses,ELIZABETH ROSS,,3 RICHMOND DR,"SAVANNAH , GA      31406",,,,
13914,Egg Candlers Licenses,CLARENCE LUXEUS,,11400 WHITE BLUFF RD APT. #19,"SAVANNAH , GA      31419",,,,
14567,Egg Candlers Licenses,REBECCA MURPHY,,13619 COFFEE BLUFF RD,"SAVANNAH , GA      31419",,,,
11276,Egg Candlers Licenses,Kira King,,2404 Norwood Avenue,"Savannah , GA      31406",CHATHAM,9128562463,,
11585,Egg Candlers Licenses,Lisa Vickery,,224 Andover Dr.,"Savannah , GA      31405",CHATHAM,912-508-1412,,
14310,Egg Candlers Licenses,ALVINA M. DIXON,,812 1/2 W. 44TH STREET,"SAVANNAH , GA      31405",,,,
13655,Egg Candlers Licenses,TAYLOR HANKINSON,,2612 DOGWOOD AVE D6,"SAVANNAH , GA      31404",,,,
15206,Egg Candlers Licenses,TIFFANY STEWART,,132 BRIGHTWOOD DRIVE,"SAVANNAH , GA      31406",,,,
12626,Egg Candlers Licenses,WILLIAM CONYERS,,641 NORTHBROOK RD,"SAVANNAH , GA      31419",,,,
11602,Egg Candlers Licenses,MARLA PERRY,,58 MERRYDELL DR,"SAVANNAH , GA      31419",CHATHAM,9126600139,,
11898,Egg Candlers Licenses,AUSTIN KENT,,120 E 55TH ST,"SAVANNAH , GA      31405",CHATHAM,,,
13695,Egg Candlers Licenses,DAMEYN RADTKE,,115 BOBSTAY CT,"SAVANNAH , GA      31410",CHATHAM,262-951-8434,,
13694,Egg Candlers Licenses,THERESA RADTKE,,115 BOBSTAY CT,"SAVANNAH , GA      31410",CHATHAM,804-381-1944,,
14165,Egg Candlers Licenses,LILY BURNSED,,1324 FORT ARGYL RD,"SAVANNAH , GA      31419",,,,
10437,Certified Public Weighers Licenses,"CTI Foundation Terminal, Inc",Michelle Harden,7 Foundation Drive,"Savannah , GA      31408",,912-236-1331/912-443-6858,6/30/2026,
14301,Egg Candlers Licenses,CYNTHIA MULLINS,,1950 TURNER ROCK RD,"SAVANNAH , GA      31410",,,,
15689,Egg Candlers Licenses,SAMANTHA COOK,,26 MERRYDALE DR,"SAVANNAH , GA      31419",,912-777-9003,,
11736,Egg Candlers Licenses,Heather seibert,,287 Center Drive,"Savannah , GA      31406",CHATHAM,2512820277,,
12189,Egg Candlers Licenses,MORGAN WALLDEN,,507 E 62ND ST,"SAVANNAH , GA      31405",CHATHAM,912-272-3738,,
10375,Certified Public Weighers Licenses,Martin Marietta,Michelle Zerbe,4140 Ogeechee Road,"Savannah , GA      31404",,(912) 231-8130,6/30/2026,
10151,Certified Public Weighers Licenses,Colonial Terminals,Terri Keldie,101 North Lathrop Avenue,"Savannah , GA      31402",,(912) 443-6994/912-236-1331,6/30/2026,
10200,Certified Public Weighers Licenses,East Coast Terminal,Sally Penney,136 Marine Terminal Drive,"Savannah , GA      31402",,(912) 236-1531,6/30/2026,
10954,Certified Public Weighers Licenses,NANT RENEWABLES,MALLORY GUERRERO,"100 SEA POINT BLVD, BLDG 5","SAVANNAH , GA      31404",,"256-776-7313, ext 403",6/30/2026,
10232,Certified Public Weighers Licenses,Fountain Moving & Storage,Kevin Arpin,3507 Edwin Avenue,"Savannah , GA      31405",,(912) 233-1153,6/30/2026,
10125,Certified Public Weighers Licenses,Reeves Construction Company,,18 Foundation Drive,"Savannah , GA      31408",,(912) 964-7446,6/30/2026,
10478,Certified Public Weighers Licenses,Pilot Travel Center # 072,,1504 Dean Forrest Rd.,"Savannah , GA      31408",,(865) 588-7488,6/30/2026,
10240,Certified Public Weighers Licenses,Fuji Vegetable Oil Inc.,JEAN CINCOTTI,120 Brampton Road,"Savannah , GA      31408",,(912) 508-0178,6/30/2026,
10431,Certified Public Weighers Licenses,Nilson Van & Storage,,5003 Liberty Parkway,"Savannah , GA      31405",,912-233-4764,6/30/2026,
20000,Pesticide Contractors Licenses,Green Partners Turf Solutions,"Chase Kersey,",349 Bush Road,"Savannah, GA      31419",Chatham,(912)414-3060,12/31/2023,
20024,Pesticide Contractors Licenses,Orkin LLC,",",23 Bryce Industrial Dr,"Savannah, GA      31405",FULTON,901-487-3564,12/31/2025,
3701915,Pet Dealers Licenses,"Petco Animal Supplies Stores, Inc",Isela Villarreal,8108 Abercorn Street,"Savannah, GA      31406",CHATHAM,2102019096,7/31/2026,
3662742,Pet Dealers Licenses,PETSMART #221,PETSMART INC.,11132 Abercorn St,"Savannah, GA      31419",CHATHAM,623-587-2949,8/31/2026,
21870,,Sherwin-Williams,Joe Koppleman,1851 Chatham Pkwy,"Savannah , GA      31405",CHATHAM,904-252-4533,12/31/2026,
3696110,Pet Dealers Licenses,"EXOTIC AQUATICS, INC.","EXOTIC AQUATICS, INC.",559 Mendel Ave,"Savannah, GA      31406",CHATHAM,912-352-9388,3/31/2026,
3700808,Pet Dealers Licenses,Coral Ridge LLC,Rob Folkers,105 Dogwood Ave,"Savannah, GA      31410",CHATHAM,9125474528,1/31/2026,
3701157,Pet Dealers Licenses,Inked Lady Morphs,Katrina Pacentrilli & Rosemary Etling,103 Glen Oaks Dr,"Savannah, GA      31405",CHATHAM,6092469536,7/31/2026,
3701389,Pet Dealers Licenses,Mordecai,Lillie Mordecai,921 Googe St,"Savannah, GA      31415",CHATHAM,9126615232,3/31/2026,
3501092,Kennels Licenses,Top Dog Grooming Spa,Jason Lewis,5663B ogeechee Rd,"Savannah , GA      31405",CHATHAM,9122338810,3/31/2026,
3501786,Kennels Licenses,"Club Fido and Friends, LLC",Ashley Lowden,107 Horizon Park Drive Suite A,"Savannah , GA      31405",CHATHAM,912-201-3713,2/28/2026,
3501469,Kennels Licenses,BEST FRIENDS PET CARE - DBA STARBARKS,Magaly Galarza,101 Little Neck Road,"Savannah , GA      31419",CHATHAM,2037505200,4/30/2026,
3698556,Pet Dealers Licenses,PET SUPERMARKET #292,PET SUPERMARKET INC.,7805 Abercorn St Ste 17,"Savannah, GA      31406",CHATHAM,9123539392,3/31/2026,
36105808,Pet Dealers Licenses,PETSMART INC. #2351,PETSMART,1821 E Victory Dr,"Savannah, GA      31404",CHATHAM,623-587-2949,12/31/2026,
3702221,Pet Dealers Licenses,Guardian Exotics,Amber Neagley,110 Zipperer Drive,"savannah, GA      31419",CHATHAM,912-677-3888,2/28/2026,
34105096,Kennels Licenses,LOVING TOUCH PET SALON,SALLIE BOND,2101 Shell Rd # A,"Savannah , GA      31404",CHATHAM,912-232-4723,11/30/2025,
3501470,Kennels Licenses,BEST FRIENDS PET CARE - DBA THE HIPSTER,Magaly Galarza,1 Diamond Causeway,"Savannah , GA      31406",CHATHAM,2037505200,4/30/2026,
3500450,Kennels Licenses,Animal Kingdom Pet Resort,Terra Williams,362 Fort Argyle Rd,"Savannah , GA      31419",CHATHAM,912-445-5524,6/30/2026,
3457655,Kennels Licenses,SHADY PINES KENNELS,WILLIAM J. NELSON,1607 Grove Point Rd,"Savannah , GA      31419",CHATHAM,9123510915,2/28/2026,
3501916,Kennels Licenses,2615 Skidaway Rd LLC,Paul Shadel,2615 Skidaway Rd,"Savannah , GA      31404",CHATHAM,862-219-8065,7/31/2026,
34106198,Kennels Licenses,"Barkie Bow Wow LLC,",STEPHANIE GRAY,205 E Montgomery Xrd Ste E,"Savannah , GA      31406",CHATHAM,9129271422,5/31/2026,
34105837,Kennels Licenses,PETSMART INC. #2351,PETSMART,1821 E Victory Dr,"Savannah , GA      31404",CHATHAM,623-587-2949,12/31/2025,
3501581,Kennels Licenses,"OLIVER BENTLEYS, LLC",Eric Zimmerman,409 East York Street,"Savannah , GA      31401",CHATHAM,9122011688,9/30/2026,
3501060,Kennels Licenses,Renegade Paws Rescue,Jennifer Taylor,2357 Ogeechee Rd,"Savannah , GA      31401",CHATHAM,9126656046,1/31/2026,
3501117,Kennels Licenses,Fur The Love Of Dogs GA,Scott Griffith,310 Montgomery Crossroad Suite 14,"Savannah , GA      31406",CHATHAM,9122598835,3/31/2026,
3501745,Kennels Licenses,The Belle & Her Hound Grooming,Alvina M Dixon,812 1/2 West 44th Street Upper,"Savannah , GA      31405",CHATHAM,912-610-0001,2/28/2026,
3502027,Kennels Licenses,CHARLIE GROOMS SAV LLC,CHARLIE or MICHAEL FISH,5500 WHITE BLUFF RD STE B,"Savannah , GA      31405",CHATHAM,9123287602,10/31/2026,
3501471,Kennels Licenses,BEST FRIENDS PET CARE - DBA THE HIPSTER,Magaly Galarza,115 Echols Avenue,"Savannah , GA      31406",CHATHAM,2037505200,4/30/2026,
3500133,Kennels Licenses,VON TRAPP ANIMAL LODGE,Betsy von Trapp,6500 WATERS AVE,"Savannah , GA      31406",CHATHAM,9126602589,3/31/2026,
3501571,Kennels Licenses,Pet Pros DBA Bentley's Pet Stuff,Nick Honer,4717 Hwy 80 East,"Savannah , GA      31410",CHATHAM,425-402-8833,9/30/2026,
3501727,Kennels Licenses,Islands Pet Centre,mary B preston,7906 johnny Mercer Blvd suite 4,"Savannah , GA      31410",CHATHAM,912-704-3413,1/31/2026,
3500798,Kennels Licenses,"StarMutts, LLC dba Woof Gang Bakery of S",David W Pence,8507 Ferguson Ave,"Savannah , GA      31406",CHATHAM,9127043017,1/31/2026,
3501570,Kennels Licenses,Pet Pros DBA Bentley's Pet Stuff,Nick Honer,4501 Habersham Street,"Savannah , GA      31405",CHATHAM,425-402-8833,9/30/2026,
3500816,Kennels Licenses,Doggie Styling,Brenda Doulin,1212 Trafford Ln,"Savannah , GA      31410",CHATHAM,9126313060,3/31/2026,
3501587,Kennels Licenses,Gumps Grooming A Southern Canine Spa LLC,Katelyn McDonnell,821 King George Blvd Suite F,"Savannah , GA      31419",CHATHAM,2035206317,8/31/2026,
34106482,Kennels Licenses,GOOD PUP COMPANY DBA DOGTOPIA OF THUNDERBOLT,KELLY D WOLFSHEIMER,2391 DOWNING AVENUE,"SAVANNAH , GA      31404",CHATHAM,9122174229,10/31/2026,
34106474,Kennels Licenses,"STARMUTTS, LLC DBA WOOF GANG BAKERY OF SAVANNAH",DAVID PENCE,1601 BULL STREET,"SAVANNAH , GA      31401",CHATHAM,7703376993,4/30/2026,
3500013,Kennels Licenses,Dapper Dan's Dog Grooming LLC,Daniel Bates,5500 White Bluff Rd,"Savannah , GA      31405",CHATHAM,9122374447,3/31/2026,
3501808,Kennels Licenses,Furry Land of Savannah Inc,Michael Hylton,1236 Dean Forest Rd.,"Savannah , GA      31405",CHATHAM,217-816-5155 or 912-690-7876,3/31/2026,
34104300,Kennels Licenses,PETSMART INC. #221,PETSMART INC.,11132 Abercorn St,"Savannah , GA      31419",CHATHAM,623-587-2949,3/31/2026,
3501535,Kennels Licenses,The Savannah Groom Room,Jenna Clemens,912 E. 72nd St.,"Savannah , GA      31405",CHATHAM,9123413992,7/31/2026,
3500819,Kennels Licenses,Bark and Bubbles,Daniel H Merritt,216 Johnny Mercer Blvd,"Savannah , GA      31410",CHATHAM,2036675983,3/31/2026,
3495188,Kennels Licenses,ANIMAL HOUSE AT LIVE OAK,THE ANIMAL HOUSE AT LIVE OAK,7429 Thomas Ave,"Savannah , GA      31406",CHATHAM,9123521365,11/30/2025,
3501504,Kennels Licenses,"Petco Animal Supplies Stores, Inc",Isela Villarreal,8108 Abercorn Street,"Savannah , GA      31406",CHATHAM,2102019096,7/31/2026,
20010069,Cotton Warehouses Licenses,Consultative Sales Professionals,William Albanese,300 TELFAIR RD Suite B,"SAVANNAH , GA      31415",CHATHAM,561-353-7429,6/30/2026,
1091,Fertilizer Licenses,MicroSource LLC,Sara Schulze,"c/o MacroSource LLC 5 Skidaway Village Walk, Ste. 201","Savannah, GA      31411",CHATHAM,912-436-3318,6/30/2026,
0676,Fertilizer Licenses,MacroSource LLC,Sara Schulze,"5 Skidaway Vlg.Wk., Ste. 201","Savannah, GA      31411",CHATHAM,912-436-3318,6/30/2026,
1374,Fertilizer Licenses,True Earth LLC,Claude Galipeau,11128 Rimes Avenue,"Savannah, GA      31419",CHATHAM,912-507-7712,6/30/2026,
12282,Poultry Dealers and Markets Licenses,Tractor Supply Company #2545,Michael Morelli,6083 Ogeechee Road,"Savannah, GA      31419",,615-440-4600,8/31/2026,
100214,Feral Swine Transporter Permit Licenses,Herschel Wise,Herschel Wise,326 Bush Rd,"Savannah, GA      31419",CHATHAM,912-656-6560,12/31/2026,
1475443,Food Establishment Licenses,DONNA'S DELICIOUS DELITES,MARY KENNEDY,4711 MONTGOMERY ST,"SAVANNAH, GA     31405",CHATHAM,(912) 691-2253,6/30/2024,
5512609,Food Establishment Licenses,BAY STOP,BINIT AMIN,1028 W. BAY ST,"SAVANNAH, GA     31415",CHATHAM,(407) 484-6396,6/30/2026,
90652,Food Establishment Licenses,SEAFOOD LICIOUS INC,VINCENT TANG,4435 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,(912) 356-9988,6/30/2023,
1972649,Food Establishment Licenses,VICTORY BP,BHUM PATHAK,1603 E VICTORY DR,"SAVANNAH, GA     31404",CHATHAM,(912) 691-0639,6/30/2026,
4956393,Food Establishment Licenses,"NHS U.S., LLC",,11 ARTLEY RD,"SAVANNAH, GA     31408",CHATHAM,(912) 330-7955,6/30/2026,
4919885,Food Establishment Licenses,THE LUNCH TRUCK,JOHN HEERY,31 JAMESWOOD AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 484-3499,6/30/2025,
38425,Food Establishment Licenses,THE GAS PUMP,Ankao Lin,1934 MILLS B LANE BLVD,"SAVANNAH, GA     31405",CHATHAM,(912) 234-8307,6/30/2024,
5512319,Food Establishment Licenses,NOURIA 7406 WATERS AVE,TONY EL-NEMR,7406 WATERS AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 352-7153,6/30/2026,
2530421,Food Establishment Licenses,"CUSTOM CAKES, INC.",MINETTE RUSHING,354 A ISLAND RD,"SAVANNAH, GA     31406",CHATHAM,(912) 356-0072,6/30/2026,
2042395,Food Establishment Licenses,"PUBLIX SUPER MARKET, INC. #1489",TODD JONES,6 WESTRIDGE RD,"SAVANNAH, GA     31411",CHATHAM,(912) 598-3130,6/30/2026,
1900406,Food Establishment Licenses,MILAN FOOD MART,HIREN PATEL,2401 MONTGOMERY ST,"SAVANNAH, GA     31401",CHATHAM,(912) 233-2807,6/30/2026,
35126,Food Establishment Licenses,CIRCLE K STORES INC. #2705346,TOM HARMAN,2404 DEAN FOREST RD,"SAVANNAH, GA     31408",CHATHAM,(912) 966-0568,6/30/2026,
5310649,Food Establishment Licenses,DOLLAR TREE #09282,BOB SASSER,4731 WATERS AVE.,"SAVANNAH, GA     31404",CHATHAM,(912) 446-4745,6/30/2026,
3260403,Food Establishment Licenses,ASIA MARKET,HEE SUN KIM,117 E MONTGOMERY XRD,"SAVANNAH, GA     31406",CHATHAM,(912) 961-0170,6/30/2026,
5511964,Food Establishment Licenses,MI TIERRA SUPERMARKET,MAHESH PATEL,4305 MONTGOMERY ST,"SAVANNAH, GA     31405",CHATHAM,(912) 484-1883,6/30/2026,
1973064,Food Establishment Licenses,GULF STATES COLD STORAGE CO,JOHN CRISP,106 ELI WHITNEY BLVD,"SAVANNAH, GA     31408",CHATHAM,(912) 508-0739,6/30/2024,
3239494,Food Establishment Licenses,UNCLE BEN'S JR. MEAT MARKET,EDILMA MARTIN LOPEZ,1119 E MONTGOMERY CROSS RD,"SAVANNAH, GA     31406",CHATHAM,(912) 920-2525,6/30/2026,
5204333,Food Establishment Licenses,LA FAVORITA LATIN GROCERY,ANGEL LARES,1550 DEAN FOREST RD STE H,"SAVANNAH, GA     31408",CHATHAM,(912) 349-3468,6/30/2025,
5511098,Food Establishment Licenses,SAVANNAH OYSTER COMPANY,HARLEY KRINSKY,230 E POINT DR,"SAVANNAH, GA     31410",CHATHAM,(706) 338-9611,6/30/2026,
3530816,Food Establishment Licenses,MURPHY EXPRESS #8829,DAVID WOOD,14080 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 920-0606,6/30/2026,
4322572,Food Establishment Licenses,SUNOCO FOOD MART,BHARTIBEN PATEL,7361 SKIDAWAY RD,"SAVANNAH, GA     31406",CHATHAM,912-354-2989,6/30/2026,
4256844,Food Establishment Licenses,QUICKSTOP #204,DIPEN PATEL,2 E GATEWAY BLVD,"SAVANNAH, GA     31419",CHATHAM,912-349-0075,6/30/2026,
4645401,Food Establishment Licenses,SUSHI WITH GUSTO,MATT WILKES,5525 ABERCORN ST,"SAVANNAH, GA     31405",CHATHAM,(704) 926-2200,6/30/2026,
71687,Food Establishment Licenses,PARKER'S #19,GREGORY PARKER,222 DRAYTON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 233-1000,6/30/2026,
4920130,Food Establishment Licenses,GARDEN CITY TEXACO,HIMANSU PATEL,511 W US HWY 80 UNIT A,"SAVANNAH, GA     31408",CHATHAM,,6/30/2026,
1321427,Food Establishment Licenses,DOLLAR TREE STORE #466,BOB SASSER,318 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 712-7215,6/30/2026,
4322414,Food Establishment Licenses,QUICK STOP #100,PRITESH PATEL,108 SHIPYARD RD,"SAVANNAH, GA     31406",CHATHAM,912-208-0127,6/30/2026,
4322995,Food Establishment Licenses,"FIVE BELOW, INC (6062)",JOEL ANDERSON,7400 ABERCORN ST STE 507,"SAVANNAH, GA     31406",CHATHAM,(215) 546-7909 ext. 2784,6/30/2026,
5106329,Food Establishment Licenses,COLONIAL CHEMICAL SOLUTIONS,CLAYTON CHESHIRE,400 TELFAIR RD,"SAVANNAH, GA     31415",CHATHAM,(912) 236-1331,6/30/2026,
28479,Food Establishment Licenses,NATIONAL DISTRIBUTING INC,JAY DAVIS,1414 MILLS B LANE BLVD,"SAVANNAH, GA     31405",CHATHAM,(912) 232-2201,6/30/2024,
4371194,Food Establishment Licenses,ALDI #88,CHARLES YOUNGSTROM,14070 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 438-8052,6/30/2026,
85486,Food Establishment Licenses,STAPLES THE OFFICE SUPERSTORE,MICHAEL MILES,11605 ABERCORN ST STE 100,"SAVANNAH, GA     31419",CHATHAM,(912) 927-0169,6/30/2026,
2994453,Food Establishment Licenses,QUICK MART,DILIP PATEL,4906 PAULSEN ST,"SAVANNAH, GA     31405",CHATHAM,(912) 354-2270,6/30/2026,
2994448,Food Establishment Licenses,J & J FOOD MART,DEVIKA PATEL,848 STALEY AVE,"SAVANNAH, GA     31405",CHATHAM,(912) 354-8507,6/30/2026,
